arm,structure,feature,seed,method,nmi,ari,sep_min,sep_mean,seconds
B,0.95,0.0,16,kmeans,0.0032,-0.0,0.0,0.0,0.03
B,0.95,0.0,16,dmon,0.004,0.0007,0.0,0.0,2.28
B,0.95,0.0,16,mincut,0.3584,0.3618,0.0,0.0,2.58
B,0.95,0.0,16,dmon_ref,0.2362,0.2262,0.0,0.0,2.45
B,0.95,0.0,17,louvain,1.0,1.0,0.0,0.0,0.05
B,0.95,0.0,17,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,17,kmeans,0.0027,-0.0004,0.0,0.0,0.03
B,0.95,0.0,17,dmon,0.0152,0.0108,0.0,0.0,2.18
B,0.95,0.0,17,mincut,0.3507,0.3401,0.0,0.0,2.53
B,0.95,0.0,17,dmon_ref,0.2263,0.2067,0.0,0.0,2.46
B,0.95,0.0,18,louvain,1.0,1.0,0.0,0.0,0.05
B,0.95,0.0,18,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,18,kmeans,0.0037,0.0005,0.0,0.0,0.03
B,0.95,0.0,18,dmon,0.0168,0.012,0.0,0.0,2.18
B,0.95,0.0,18,mincut,0.4106,0.3959,0.0,0.0,2.48
B,0.95,0.0,18,dmon_ref,0.3444,0.363,0.0,0.0,2.35
B,0.95,0.0,19,louvain,1.0,1.0,0.0,0.0,0.06
B,0.95,0.0,19,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,19,kmeans,0.0028,-0.0004,0.0,0.0,0.03
B,0.95,0.0,19,dmon,0.0408,0.0331,0.0,0.0,2.15
B,0.95,0.0,19,mincut,0.4099,0.4008,0.0,0.0,2.49
B,0.95,0.0,19,dmon_ref,0.2466,0.2285,0.0,0.0,2.36
