structure,feature,seed,method,nmi,ari,seconds
0.65,0.0,2,louvain,1.0,1.0,0.07
0.65,0.0,2,leiden,1.0,1.0,0.04
0.65,0.0,2,kmeans,0.0029,-0.0003,0.03
0.65,0.0,2,dmon,0.0068,0.003,2.49
0.65,0.0,2,mincut,0.0068,0.0043,2.89
0.65,0.0,3,louvain,0.9953,0.9973,0.07
0.65,0.0,3,leiden,0.9953,0.9973,0.05
0.65,0.0,3,kmeans,0.0065,0.003,0.03
0.65,0.0,3,dmon,0.0055,0.0022,2.33
0.65,0.0,3,mincut,0.0,0.0,2.79
0.65,0.0,4,louvain,1.0,1.0,0.07
0.65,0.0,4,leiden,1.0,1.0,0.04
0.65,0.0,4,kmeans,0.0026,-0.0006,0.03
0.65,0.0,4,dmon,0.0124,0.0085,2.37
0.65,0.0,4,mincut,0.0,0.0,2.75
0.65,0.2,0,louvain,0.9859,0.992,0.09
0.65,0.2,0,leiden,0.9953,0.9973,0.04
0.65,0.2,0,kmeans,0.0909,0.0891,0.02
0.65,0.2,0,dmon,0.4866,0.4749,2.29
0.65,0.2,0,mincut,0.9292,0.9527,2.77
0.65,0.2,1,louvain,0.9953,0.9973,0.06
0.65,0.2,1,leiden,1.0,1.0,0.04
0.65,0.2,1,kmeans,0.0734,0.0616,0.03
0.65,0.2,1,dmon,0.4817,0.5074,2.29
0.65,0.2,1,mincut,0.9083,0.9396,2.78
0.65,0.2,2,louvain,1.0,1.0,0.07
0.65,0.2,2,leiden,1.0,1.0,0.05
0.65,0.2,2,kmeans,0.05,0.048,0.03
0.65,0.2,2,dmon,0.1607,0.1401,2.4
0.65,0.2,2,mincut,0.837,0.8769,2.71
0.65,0.2,3,louvain,0.9953,0.9973,0.07
0.65,0.2,3,leiden,0.9953,0.9973,0.05
0.65,0.2,3,kmeans,0.1119,0.1077,0.03
0.65,0.2,3,dmon,0.5369,0.5512,2.32
0.65,0.2,3,mincut,0.9463,0.9657,2.76
0.65,0.2,4,louvain,1.0,1.0,0.07
0.65,0.2,4,leiden,1.0,1.0,0.04
0.65,0.2,4,kmeans,0.1309,0.13,0.03
0.65,0.2,4,dmon,0.6494,0.6812,2.28
0.65,0.2,4,mincut,0.9476,0.9682,2.78
0.65,0.35,0,louvain,0.9859,0.992,0.09
0.65,0.35,0,leiden,0.9953,0.9973,0.04
0.65,0.35,0,kmeans,0.4238,0.4588,0.02
0.65,0.35,0,dmon,0.9604,0.9736,2.35
0.65,0.35,0,mincut,0.9812,0.9893,2.75
0.65,0.35,1,louvain,0.9953,0.9973,0.07
0.65,0.35,1,leiden,1.0,1.0,0.04
0.65,0.35,1,kmeans,0.4793,0.5221,0.03
0.65,0.35,1,dmon,0.9597,0.9761,2.38
0.65,0.35,1,mincut,0.9859,0.992,2.74
0.65,0.35,2,louvain,1.0,1.0,0.07
0.65,0.35,2,leiden,1.0,1.0,0.04
0.65,0.35,2,kmeans,0.417,0.4539,0.03
0.65,0.35,2,dmon,0.944,0.9631,2.23
0.65,0.35,2,mincut,0.9728,0.9841,2.61
0.65,0.35,3,louvain,0.9953,0.9973,0.07
0.65,0.35,3,leiden,0.9953,0.9973,0.05
0.65,0.35,3,kmeans,0.5697,0.6244,0.02
0.65,0.35,3,dmon,0.9738,0.9841,2.24
0.65,0.35,3,mincut,0.9869,0.992,2.81
0.65,0.35,4,louvain,1.0,1.0,0.07
0.65,0.35,4,leiden,1.0,1.0,0.04
0.65,0.35,4,kmeans,0.5033,0.5515,0.02
0.65,0.35,4,dmon,0.9812,0.9893,2.33
0.65,0.35,4,mincut,0.9953,0.9973,2.84
0.65,0.5,0,louvain,0.9859,0.992,0.09
0.65,0.5,0,leiden,0.9953,0.9973,0.04
0.65,0.5,0,kmeans,0.7088,0.7585,0.02
0.65,0.5,0,dmon,0.9906,0.9947,2.31
0.65,0.5,0,mincut,0.9953,0.9973,2.85
0.65,0.5,1,louvain,0.9953,0.9973,0.07
0.65,0.5,1,leiden,1.0,1.0,0.04
0.65,0.5,1,kmeans,0.7624,0.8114,0.01
0.65,0.5,1,dmon,1.0,1.0,2.41
0.65,0.5,1,mincut,1.0,1.0,2.81
0.65,0.5,2,louvain,1.0,1.0,0.07
0.65,0.5,2,leiden,1.0,1.0,0.04
0.65,0.5,2,kmeans,0.6986,0.7449,0.01
0.65,0.5,2,dmon,0.9906,0.9947,2.33
0.65,0.5,2,mincut,0.9859,0.992,2.71
0.65,0.5,3,louvain,0.9953,0.9973,0.07
0.65,0.5,3,leiden,0.9953,0.9973,0.05
0.65,0.5,3,kmeans,0.8401,0.8861,0.01
0.65,0.5,3,dmon,0.9906,0.9947,2.3
0.65,0.5,3,mincut,1.0,1.0,2.72
0.65,0.5,4,louvain,1.0,1.0,0.07
0.65,0.5,4,leiden,1.0,1.0,0.04
0.65,0.5,4,kmeans,0.7821,0.8307,0.01
0.65,0.5,4,dmon,1.0,1.0,2.28
0.65,0.5,4,mincut,1.0,1.0,2.73
0.65,0.65,0,louvain,0.9859,0.992,0.09
0.65,0.65,0,leiden,0.9953,0.9973,0.04
0.65,0.65,0,kmeans,0.9011,0.9228,0.01
0.65,0.65,0,dmon,1.0,1.0,2.3
0.65,0.65,0,mincut,1.0,1.0,2.69
0.65,0.65,1,louvain,0.9953,0.9973,0.06
0.65,0.65,1,leiden,1.0,1.0,0.04
0.65,0.65,1,kmeans,0.9299,0.9552,0.01
0.65,0.65,1,dmon,1.0,1.0,2.32
0.65,0.65,1,mincut,1.0,1.0,2.72
0.65,0.65,2,louvain,1.0,1.0,0.07
0.65,0.65,2,leiden,1.0,1.0,0.04
0.65,0.65,2,kmeans,0.8879,0.919,0.01
0.65,0.65,2,dmon,0.9953,0.9973,2.25
0.65,0.65,2,mincut,1.0,1.0,2.71
0.65,0.65,3,louvain,0.9953,0.9973,0.07
0.65,0.65,3,leiden,0.9953,0.9973,0.05
0.65,0.65,3,kmeans,0.9738,0.9841,0.01
0.65,0.65,3,dmon,1.0,1.0,2.29
0.65,0.65,3,mincut,1.0,1.0,2.75
0.65,0.65,4,louvain,1.0,1.0,0.07
0.65,0.65,4,leiden,1.0,1.0,0.04
0.65,0.65,4,kmeans,0.9347,0.9553,0.01
0.65,0.65,4,dmon,1.0,1.0,2.29
0.65,0.65,4,mincut,1.0,1.0,2.71
0.65,0.8,0,louvain,0.9859,0.992,0.09
0.65,0.8,0,leiden,0.9953,0.9973,0.04
0.65,0.8,0,kmeans,0.9554,0.9684,0.01
0.65,0.8,0,dmon,1.0,1.0,2.26
0.65,0.8,0,mincut,1.0,1.0,2.7
0.65,0.8,1,louvain,0.9953,0.9973,0.06
0.65,0.8,1,leiden,1.0,1.0,0.04
0.65,0.8,1,kmeans,0.9859,0.992,0.01
0.65,0.8,1,dmon,1.0,1.0,2.25
0.65,0.8,1,mincut,1.0,1.0,2.7
0.65,0.8,2,louvain,1.0,1.0,0.07
0.65,0.8,2,leiden,1.0,1.0,0.04
0.65,0.8,2,kmeans,0.9573,0.9734,0.01
0.65,0.8,2,dmon,1.0,1.0,2.27
0.65,0.8,2,mincut,1.0,1.0,2.67
0.65,0.8,3,louvain,0.9953,0.9973,0.07
0.65,0.8,3,leiden,0.9953,0.9973,0.05
0.65,0.8,3,kmeans,1.0,1.0,0.01
0.65,0.8,3,dmon,1.0,1.0,2.31
0.65,0.8,3,mincut,1.0,1.0,2.72
0.65,0.8,4,louvain,1.0,1.0,0.07
0.65,0.8,4,leiden,1.0,1.0,0.04
0.65,0.8,4,kmeans,0.9906,0.9947,0.01
0.65,0.8,4,dmon,1.0,1.0,2.27
0.65,0.8,4,mincut,1.0,1.0,2.71
0.65,1.0,0,louvain,0.9859,0.992,0.09
0.65,1.0,0,leiden,0.9953,0.9973,0.04
0.65,1.0,0,kmeans,0.9953,0.9973,0.01
0.65,1.0,0,dmon,1.0,1.0,2.27
0.65,1.0,0,mincut,1.0,1.0,2.71
0.65,1.0,1,louvain,0.9953,0.9973,0.06
0.65,1.0,1,leiden,1.0,1.0,0.04
0.65,1.0,1,kmeans,1.0,1.0,0.01
0.65,1.0,1,dmon,1.0,1.0,2.3
0.65,1.0,1,mincut,1.0,1.0,2.7
0.65,1.0,2,louvain,1.0,1.0,0.07
0.65,1.0,2,leiden,1.0,1.0,0.04
0.65,1.0,2,kmeans,0.9953,0.9973,0.01
0.65,1.0,2,dmon,1.0,1.0,2.33
0.65,1.0,2,mincut,1.0,1.0,2.87
0.65,1.0,3,louvain,0.9953,0.9973,0.07
0.65,1.0,3,leiden,0.9953,0.9973,0.05
0.65,1.0,3,kmeans,1.0,1.0,0.01
0.65,1.0,3,dmon,1.0,1.0,2.32
0.65,1.0,3,mincut,1.0,1.0,2.71
0.65,1.0,4,louvain,1.0,1.0,0.07
0.65,1.0,4,leiden,1.0,1.0,0.04
0.65,1.0,4,kmeans,1.0,1.0,0.01
0.65,1.0,4,dmon,1.0,1.0,2.29
0.65,1.0,4,mincut,1.0,1.0,2.72
0.65,1.5,0,louvain,0.9859,0.992,0.09
0.65,1.5,0,leiden,0.9953,0.9973,0.04
0.65,1.5,0,kmeans,1.0,1.0,0.01
0.65,1.5,0,dmon,1.0,1.0,2.28
0.65,1.5,0,mincut,1.0,1.0,2.73
0.65,1.5,1,louvain,0.9953,0.9973,0.06
0.65,1.5,1,leiden,1.0,1.0,0.04
0.65,1.5,1,kmeans,1.0,1.0,0.01
0.65,1.5,1,dmon,1.0,1.0,2.31
0.65,1.5,1,mincut,1.0,1.0,2.7
0.65,1.5,2,louvain,1.0,1.0,0.07
0.65,1.5,2,leiden,1.0,1.0,0.04
0.65,1.5,2,kmeans,1.0,1.0,0.01
0.65,1.5,2,dmon,1.0,1.0,2.26
0.65,1.5,2,mincut,1.0,1.0,2.72
0.65,1.5,3,louvain,0.9953,0.9973,0.07
0.65,1.5,3,leiden,0.9953,0.9973,0.05
0.65,1.5,3,kmeans,1.0,1.0,0.01
0.65,1.5,3,dmon,1.0,1.0,2.33
0.65,1.5,3,mincut,1.0,1.0,2.73
0.65,1.5,4,louvain,1.0,1.0,0.07
0.65,1.5,4,leiden,1.0,1.0,0.04
0.65,1.5,4,kmeans,1.0,1.0,0.01
0.65,1.5,4,dmon,1.0,1.0,2.38
0.65,1.5,4,mincut,1.0,1.0,2.82
0.8,0.0,0,louvain,1.0,1.0,0.04
0.8,0.0,0,leiden,1.0,1.0,0.04
0.8,0.0,0,kmeans,0.007,0.0033,0.02
0.8,0.0,0,dmon,0.0108,0.0073,2.3
0.8,0.0,0,mincut,0.207,0.1798,2.76
0.8,0.0,1,louvain,1.0,1.0,0.08
0.8,0.0,1,leiden,1.0,1.0,0.04
0.8,0.0,1,kmeans,0.0012,-0.0019,0.03
0.8,0.0,1,dmon,0.015,0.0105,2.34
0.8,0.0,1,mincut,0.0664,0.03,2.76
0.8,0.0,2,louvain,1.0,1.0,0.05
0.8,0.0,2,leiden,1.0,1.0,0.19
0.8,0.0,2,kmeans,0.0029,-0.0003,0.03
0.8,0.0,2,dmon,0.0104,0.0064,2.37
0.8,0.0,2,mincut,0.1728,0.1301,2.77
0.8,0.0,3,louvain,1.0,1.0,0.06
0.8,0.0,3,leiden,1.0,1.0,0.04
0.8,0.0,3,kmeans,0.0065,0.003,0.03
0.8,0.0,3,dmon,0.0092,0.0057,2.35
0.8,0.0,3,mincut,0.0,0.0,2.81
0.8,0.0,4,louvain,1.0,1.0,0.05
0.8,0.0,4,leiden,1.0,1.0,0.05
0.8,0.0,4,kmeans,0.0026,-0.0006,0.03
0.8,0.0,4,dmon,0.0077,0.004,2.35
0.8,0.0,4,mincut,0.0,0.0,2.76
0.8,0.2,0,louvain,1.0,1.0,0.04
0.8,0.2,0,leiden,1.0,1.0,0.04
0.8,0.2,0,kmeans,0.0909,0.0891,0.02
0.8,0.2,0,dmon,0.6712,0.6274,2.39
0.8,0.2,0,mincut,0.9691,0.9814,2.79
0.8,0.2,1,louvain,1.0,1.0,0.08
0.8,0.2,1,leiden,1.0,1.0,0.04
0.8,0.2,1,kmeans,0.0734,0.0616,0.03
0.8,0.2,1,dmon,0.8902,0.9242,2.4
0.8,0.2,1,mincut,0.9691,0.9814,2.79
0.8,0.2,2,louvain,1.0,1.0,0.05
0.8,0.2,2,leiden,1.0,1.0,0.04
0.8,0.2,2,kmeans,0.05,0.048,0.03
0.8,0.2,2,dmon,0.8075,0.8524,2.35
0.8,0.2,2,mincut,0.9684,0.9788,2.76
0.8,0.2,3,louvain,1.0,1.0,0.06
0.8,0.2,3,leiden,1.0,1.0,0.04
0.8,0.2,3,kmeans,0.1119,0.1077,0.03
0.8,0.2,3,dmon,0.9303,0.9552,2.38
0.8,0.2,3,mincut,0.9906,0.9947,2.78
0.8,0.2,4,louvain,1.0,1.0,0.05
0.8,0.2,4,leiden,1.0,1.0,0.05
0.8,0.2,4,kmeans,0.1309,0.13,0.03
0.8,0.2,4,dmon,0.9557,0.9709,2.35
0.8,0.2,4,mincut,0.9748,0.9841,2.8
0.8,0.35,0,louvain,1.0,1.0,0.04
0.8,0.35,0,leiden,1.0,1.0,0.04
0.8,0.35,0,kmeans,0.4238,0.4588,0.02
0.8,0.35,0,dmon,0.7323,0.6675,2.34
0.8,0.35,0,mincut,1.0,1.0,2.78
0.8,0.35,1,louvain,1.0,1.0,0.08
0.8,0.35,1,leiden,1.0,1.0,0.04
0.8,0.35,1,kmeans,0.4793,0.5221,0.03
0.8,0.35,1,dmon,1.0,1.0,2.35
0.8,0.35,1,mincut,1.0,1.0,2.74
0.8,0.35,2,louvain,1.0,1.0,0.05
0.8,0.35,2,leiden,1.0,1.0,0.04
0.8,0.35,2,kmeans,0.417,0.4539,0.03
0.8,0.35,2,dmon,0.9953,0.9973,2.28
0.8,0.35,2,mincut,1.0,1.0,2.73
0.8,0.35,3,louvain,1.0,1.0,0.06
0.8,0.35,3,leiden,1.0,1.0,0.04
0.8,0.35,3,kmeans,0.5697,0.6244,0.02
0.8,0.35,3,dmon,1.0,1.0,2.34
0.8,0.35,3,mincut,0.9953,0.9973,2.78
0.8,0.35,4,louvain,1.0,1.0,0.05
0.8,0.35,4,leiden,1.0,1.0,0.05
0.8,0.35,4,kmeans,0.5033,0.5515,0.02
0.8,0.35,4,dmon,1.0,1.0,2.33
0.8,0.35,4,mincut,1.0,1.0,2.74
0.8,0.5,0,louvain,1.0,1.0,0.04
0.8,0.5,0,leiden,1.0,1.0,0.04
0.8,0.5,0,kmeans,0.7088,0.7585,0.02
0.8,0.5,0,dmon,1.0,1.0,2.33
0.8,0.5,0,mincut,1.0,1.0,2.75
0.8,0.5,1,louvain,1.0,1.0,0.08
0.8,0.5,1,leiden,1.0,1.0,0.04
0.8,0.5,1,kmeans,0.7624,0.8114,0.01
0.8,0.5,1,dmon,1.0,1.0,2.33
0.8,0.5,1,mincut,1.0,1.0,2.75
0.8,0.5,2,louvain,1.0,1.0,0.05
0.8,0.5,2,leiden,1.0,1.0,0.04
0.8,0.5,2,kmeans,0.6986,0.7449,0.02
0.8,0.5,2,dmon,1.0,1.0,2.31
0.8,0.5,2,mincut,1.0,1.0,2.7
0.8,0.5,3,louvain,1.0,1.0,0.06
0.8,0.5,3,leiden,1.0,1.0,0.04
0.8,0.5,3,kmeans,0.8401,0.8861,0.01
0.8,0.5,3,dmon,1.0,1.0,2.39
0.8,0.5,3,mincut,1.0,1.0,2.76
0.8,0.5,4,louvain,1.0,1.0,0.05
0.8,0.5,4,leiden,1.0,1.0,0.05
0.8,0.5,4,kmeans,0.7821,0.8307,0.01
0.8,0.5,4,dmon,1.0,1.0,2.31
0.8,0.5,4,mincut,1.0,1.0,2.77
0.8,0.65,0,louvain,1.0,1.0,0.04
0.8,0.65,0,leiden,1.0,1.0,0.04
0.8,0.65,0,kmeans,0.9011,0.9228,0.01
0.8,0.65,0,dmon,1.0,1.0,2.33
0.8,0.65,0,mincut,1.0,1.0,2.77
0.8,0.65,1,louvain,1.0,1.0,0.08
0.8,0.65,1,leiden,1.0,1.0,0.04
0.8,0.65,1,kmeans,0.9299,0.9552,0.01
0.8,0.65,1,dmon,1.0,1.0,2.31
0.8,0.65,1,mincut,1.0,1.0,2.85
0.8,0.65,2,louvain,1.0,1.0,0.06
0.8,0.65,2,leiden,1.0,1.0,0.04
0.8,0.65,2,kmeans,0.8879,0.919,0.01
0.8,0.65,2,dmon,1.0,1.0,2.37
0.8,0.65,2,mincut,1.0,1.0,2.73
0.8,0.65,3,louvain,1.0,1.0,0.06
0.8,0.65,3,leiden,1.0,1.0,0.04
0.8,0.65,3,kmeans,0.9738,0.9841,0.01
0.8,0.65,3,dmon,1.0,1.0,2.42
0.8,0.65,3,mincut,1.0,1.0,2.88
0.8,0.65,4,louvain,1.0,1.0,0.05
0.8,0.65,4,leiden,1.0,1.0,0.05
0.8,0.65,4,kmeans,0.9347,0.9553,0.01
0.8,0.65,4,dmon,1.0,1.0,2.44
0.8,0.65,4,mincut,1.0,1.0,2.75
0.8,0.8,0,louvain,1.0,1.0,0.04
0.8,0.8,0,leiden,1.0,1.0,0.04
0.8,0.8,0,kmeans,0.9554,0.9684,0.01
0.8,0.8,0,dmon,1.0,1.0,2.3
0.8,0.8,0,mincut,1.0,1.0,2.69
0.8,0.8,1,louvain,1.0,1.0,0.08
0.8,0.8,1,leiden,1.0,1.0,0.04
0.8,0.8,1,kmeans,0.9859,0.992,0.01
0.8,0.8,1,dmon,1.0,1.0,2.25
0.8,0.8,1,mincut,1.0,1.0,2.98
0.8,0.8,2,louvain,1.0,1.0,0.05
0.8,0.8,2,leiden,1.0,1.0,0.04
0.8,0.8,2,kmeans,0.9573,0.9734,0.01
0.8,0.8,2,dmon,1.0,1.0,2.23
0.8,0.8,2,mincut,1.0,1.0,2.86
0.8,0.8,3,louvain,1.0,1.0,0.06
0.8,0.8,3,leiden,1.0,1.0,0.04
0.8,0.8,3,kmeans,1.0,1.0,0.01
0.8,0.8,3,dmon,1.0,1.0,2.38
0.8,0.8,3,mincut,1.0,1.0,2.8
0.8,0.8,4,louvain,1.0,1.0,0.05
0.8,0.8,4,leiden,1.0,1.0,0.05
0.8,0.8,4,kmeans,0.9906,0.9947,0.01
0.8,0.8,4,dmon,1.0,1.0,2.36
0.8,0.8,4,mincut,1.0,1.0,2.75
0.8,1.0,0,louvain,1.0,1.0,0.04
0.8,1.0,0,leiden,1.0,1.0,0.04
0.8,1.0,0,kmeans,0.9953,0.9973,0.01
0.8,1.0,0,dmon,1.0,1.0,2.33
0.8,1.0,0,mincut,1.0,1.0,2.78
0.8,1.0,1,louvain,1.0,1.0,0.08
0.8,1.0,1,leiden,1.0,1.0,0.04
0.8,1.0,1,kmeans,1.0,1.0,0.01
0.8,1.0,1,dmon,1.0,1.0,2.33
0.8,1.0,1,mincut,1.0,1.0,2.73
0.8,1.0,2,louvain,1.0,1.0,0.05
0.8,1.0,2,leiden,1.0,1.0,0.04
0.8,1.0,2,kmeans,0.9953,0.9973,0.01
0.8,1.0,2,dmon,1.0,1.0,2.31
0.8,1.0,2,mincut,1.0,1.0,2.72
0.8,1.0,3,louvain,1.0,1.0,0.06
0.8,1.0,3,leiden,1.0,1.0,0.04
0.8,1.0,3,kmeans,1.0,1.0,0.01
0.8,1.0,3,dmon,1.0,1.0,2.36
0.8,1.0,3,mincut,1.0,1.0,2.76
0.8,1.0,4,louvain,1.0,1.0,0.05
0.8,1.0,4,leiden,1.0,1.0,0.05
0.8,1.0,4,kmeans,1.0,1.0,0.01
0.8,1.0,4,dmon,1.0,1.0,2.31
0.8,1.0,4,mincut,1.0,1.0,2.79
0.8,1.5,0,louvain,1.0,1.0,0.04
0.8,1.5,0,leiden,1.0,1.0,0.04
0.8,1.5,0,kmeans,1.0,1.0,0.01
0.8,1.5,0,dmon,1.0,1.0,2.37
0.8,1.5,0,mincut,1.0,1.0,2.74
0.8,1.5,1,louvain,1.0,1.0,0.08
0.8,1.5,1,leiden,1.0,1.0,0.04
0.8,1.5,1,kmeans,1.0,1.0,0.01
0.8,1.5,1,dmon,1.0,1.0,2.31
0.8,1.5,1,mincut,1.0,1.0,2.81
0.8,1.5,2,louvain,1.0,1.0,0.05
0.8,1.5,2,leiden,1.0,1.0,0.04
0.8,1.5,2,kmeans,1.0,1.0,0.01
0.8,1.5,2,dmon,1.0,1.0,2.35
0.8,1.5,2,mincut,1.0,1.0,2.74
0.8,1.5,3,louvain,1.0,1.0,0.07
0.8,1.5,3,leiden,1.0,1.0,0.04
0.8,1.5,3,kmeans,1.0,1.0,0.01
0.8,1.5,3,dmon,1.0,1.0,2.36
0.8,1.5,3,mincut,1.0,1.0,2.75
0.8,1.5,4,louvain,1.0,1.0,0.05
0.8,1.5,4,leiden,1.0,1.0,0.05
0.8,1.5,4,kmeans,1.0,1.0,0.01
0.8,1.5,4,dmon,1.0,1.0,2.32
0.8,1.5,4,mincut,1.0,1.0,2.74
0.95,0.0,0,louvain,1.0,1.0,0.05
0.95,0.0,0,leiden,1.0,1.0,0.03
0.95,0.0,0,kmeans,0.007,0.0033,0.03
0.95,0.0,0,dmon,0.0233,0.0195,2.45
0.95,0.0,0,mincut,0.3994,0.3984,2.89
0.95,0.0,1,louvain,1.0,1.0,0.06
0.95,0.0,1,leiden,1.0,1.0,0.03
0.95,0.0,1,kmeans,0.0012,-0.0019,0.03
0.95,0.0,1,dmon,0.0207,0.0154,2.41
0.95,0.0,1,mincut,0.3125,0.2935,2.82
0.95,0.0,2,louvain,1.0,1.0,0.06
0.95,0.0,2,leiden,1.0,1.0,0.03
0.95,0.0,2,kmeans,0.0029,-0.0003,0.03
0.95,0.0,2,dmon,0.0096,0.0056,2.38
0.95,0.0,2,mincut,0.4383,0.435,2.78
0.95,0.0,3,louvain,1.0,1.0,0.06
0.95,0.0,3,leiden,1.0,1.0,0.04
0.95,0.0,3,kmeans,0.0065,0.003,0.03
0.95,0.0,3,dmon,0.0069,0.0033,2.36
0.95,0.0,3,mincut,0.2174,0.1642,2.78
0.95,0.0,4,louvain,1.0,1.0,0.05
0.95,0.0,4,leiden,1.0,1.0,0.03
0.95,0.0,4,kmeans,0.0026,-0.0006,0.03
0.95,0.0,4,dmon,0.0211,0.0166,2.37
0.95,0.0,4,mincut,0.3347,0.3257,2.78
0.95,0.2,0,louvain,1.0,1.0,0.05
0.95,0.2,0,leiden,1.0,1.0,0.03
0.95,0.2,0,kmeans,0.0909,0.0891,0.02
0.95,0.2,0,dmon,0.9347,0.9483,2.35
0.95,0.2,0,mincut,1.0,1.0,2.78
0.95,0.2,1,louvain,1.0,1.0,0.06
0.95,0.2,1,leiden,1.0,1.0,0.03
0.95,0.2,1,kmeans,0.0734,0.0616,0.03
0.95,0.2,1,dmon,0.9953,0.9973,2.35
0.95,0.2,1,mincut,0.9953,0.9973,2.77
0.95,0.2,2,louvain,1.0,1.0,0.06
0.95,0.2,2,leiden,1.0,1.0,0.03
0.95,0.2,2,kmeans,0.05,0.048,0.03
0.95,0.2,2,dmon,0.932,0.9528,2.33
0.95,0.2,2,mincut,0.9822,0.9894,2.76
0.95,0.2,3,louvain,1.0,1.0,0.06
0.95,0.2,3,leiden,1.0,1.0,0.04
0.95,0.2,3,kmeans,0.1119,0.1077,0.03
0.95,0.2,3,dmon,0.9672,0.9788,2.37
0.95,0.2,3,mincut,1.0,1.0,2.79
0.95,0.2,4,louvain,1.0,1.0,0.05
0.95,0.2,4,leiden,1.0,1.0,0.03
0.95,0.2,4,kmeans,0.1309,0.13,0.03
0.95,0.2,4,dmon,0.9953,0.9973,2.41
0.95,0.2,4,mincut,1.0,1.0,2.72
0.95,0.35,0,louvain,1.0,1.0,0.05
0.95,0.35,0,leiden,1.0,1.0,0.03
0.95,0.35,0,kmeans,0.4238,0.4588,0.02
0.95,0.35,0,dmon,1.0,1.0,2.26
0.95,0.35,0,mincut,1.0,1.0,2.64
0.95,0.35,1,louvain,1.0,1.0,0.06
0.95,0.35,1,leiden,1.0,1.0,0.03
0.95,0.35,1,kmeans,0.4793,0.5221,0.03
0.95,0.35,1,dmon,1.0,1.0,2.37
0.95,0.35,1,mincut,1.0,1.0,2.73
0.95,0.35,2,louvain,1.0,1.0,0.06
0.95,0.35,2,leiden,1.0,1.0,0.03
0.95,0.35,2,kmeans,0.417,0.4539,0.03
0.95,0.35,2,dmon,0.9812,0.9894,2.33
0.95,0.35,2,mincut,0.9906,0.9947,2.81
0.95,0.35,3,louvain,1.0,1.0,0.06
0.95,0.35,3,leiden,1.0,1.0,0.04
0.95,0.35,3,kmeans,0.5697,0.6244,0.02
0.95,0.35,3,dmon,1.0,1.0,2.36
0.95,0.35,3,mincut,1.0,1.0,2.81
0.95,0.35,4,louvain,1.0,1.0,0.05
0.95,0.35,4,leiden,1.0,1.0,0.04
0.95,0.35,4,kmeans,0.5033,0.5515,0.02
0.95,0.35,4,dmon,1.0,1.0,2.42
0.95,0.35,4,mincut,1.0,1.0,2.83
0.95,0.5,0,louvain,1.0,1.0,0.05
0.95,0.5,0,leiden,1.0,1.0,0.03
0.95,0.5,0,kmeans,0.7088,0.7585,0.02
0.95,0.5,0,dmon,1.0,1.0,2.42
0.95,0.5,0,mincut,1.0,1.0,2.84
0.95,0.5,1,louvain,1.0,1.0,0.06
0.95,0.5,1,leiden,1.0,1.0,0.03
0.95,0.5,1,kmeans,0.7624,0.8114,0.02
0.95,0.5,1,dmon,1.0,1.0,2.42
0.95,0.5,1,mincut,1.0,1.0,2.84
0.95,0.5,2,louvain,1.0,1.0,0.06
0.95,0.5,2,leiden,1.0,1.0,0.03
0.95,0.5,2,kmeans,0.6986,0.7449,0.02
0.95,0.5,2,dmon,0.9906,0.9947,2.39
0.95,0.5,2,mincut,0.9953,0.9973,2.81
0.95,0.5,3,louvain,1.0,1.0,0.06
0.95,0.5,3,leiden,1.0,1.0,0.04
0.95,0.5,3,kmeans,0.8401,0.8861,0.01
0.95,0.5,3,dmon,1.0,1.0,2.39
0.95,0.5,3,mincut,1.0,1.0,2.73
0.95,0.5,4,louvain,1.0,1.0,0.05
0.95,0.5,4,leiden,1.0,1.0,0.03
0.95,0.5,4,kmeans,0.7821,0.8307,0.01
0.95,0.5,4,dmon,1.0,1.0,2.26
0.95,0.5,4,mincut,1.0,1.0,2.7
0.95,0.65,0,louvain,1.0,1.0,0.05
0.95,0.65,0,leiden,1.0,1.0,0.03
0.95,0.65,0,kmeans,0.9011,0.9228,0.01
0.95,0.65,0,dmon,1.0,1.0,2.27
0.95,0.65,0,mincut,1.0,1.0,2.69
0.95,0.65,1,louvain,1.0,1.0,0.06
0.95,0.65,1,leiden,1.0,1.0,0.03
0.95,0.65,1,kmeans,0.9299,0.9552,0.01
0.95,0.65,1,dmon,1.0,1.0,2.3
0.95,0.65,1,mincut,1.0,1.0,2.68
0.95,0.65,2,louvain,1.0,1.0,0.06
0.95,0.65,2,leiden,1.0,1.0,0.03
0.95,0.65,2,kmeans,0.8879,0.919,0.01
0.95,0.65,2,dmon,1.0,1.0,2.41
0.95,0.65,2,mincut,1.0,1.0,2.78
0.95,0.65,3,louvain,1.0,1.0,0.08
0.95,0.65,3,leiden,1.0,1.0,0.04
0.95,0.65,3,kmeans,0.9738,0.9841,0.01
0.95,0.65,3,dmon,1.0,1.0,2.42
0.95,0.65,3,mincut,1.0,1.0,2.89
0.95,0.65,4,louvain,1.0,1.0,0.05
0.95,0.65,4,leiden,1.0,1.0,0.04
0.95,0.65,4,kmeans,0.9347,0.9553,0.01
0.95,0.65,4,dmon,1.0,1.0,2.56
0.95,0.65,4,mincut,1.0,1.0,2.96
0.95,0.8,0,louvain,1.0,1.0,0.05
0.95,0.8,0,leiden,1.0,1.0,0.04
0.95,0.8,0,kmeans,0.9554,0.9684,0.01
0.95,0.8,0,dmon,1.0,1.0,2.45
